Delivery Status,Late_delivery_risk,Days for shipping (real),Days for shipment (scheduled),Shipping Mode,Order Region,Order Country,order date (DateOrders)
Late delivery,1,6,4,Standard Class,Oceania,Australia,11/30/2017 14:16
Late delivery,1,5,4,Standard Class,South Asia,Bangladés,12/2/2017 16:43
Advance shipping,0,2,4,Standard Class,South Asia,India,1/9/2018 9:18
Advance shipping,0,3,4,Standard Class,South Asia,India,1/8/2018 7:23
Shipping on time,0,4,4,Standard Class,Oceania,Australia,12/1/2017 0:05
Shipping on time,0,4,4,Standard Class,Southeast Asia,Filipinas,1/7/2018 5:27
Shipping on time,0,4,4,Standard Class,South Asia,India,11/29/2017 9:32
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,1/7/2018 17:22
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,11/29/2017 7:47
Late delivery,1,5,4,Standard Class,Eastern Asia,China,11/19/2017 16:55
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,11/20/2017 15:41
Advance shipping,0,3,4,Standard Class,South Asia,Pakistán,11/20/2017 2:43
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,1/3/2018 3:01
Late delivery,1,5,4,Standard Class,Eastern Asia,Japón,1/3/2018 8:58
Shipping on time,0,4,4,Standard Class,South Asia,India,1/2/2018 20:21
Late delivery,1,5,4,Standard Class,Oceania,Australia,11/21/2017 14:27
Advance shipping,0,3,4,Standard Class,Eastern Asia,Hong Kong,11/21/2017 13:45
Late delivery,1,6,4,Standard Class,Oceania,Australia,11/21/2017 20:04
Late delivery,1,6,4,Standard Class,Central Asia,Kazajistán,10/3/2016 16:47
Late delivery,1,6,4,Standard Class,Southeast Asia,Filipinas,11/23/2015 16:21
Late delivery,1,6,4,Standard Class,Southeast Asia,Filipinas,12/4/2015 4:36
Late delivery,1,5,4,Standard Class,Oceania,Nueva Zelanda,3/25/2016 15:39
Late delivery,1,5,4,Standard Class,West Asia,Turquía,11/2/2016 23:24
Advance shipping,0,3,4,Standard Class,Oceania,Australia,3/23/2016 8:39
Late delivery,1,5,4,Standard Class,Southeast Asia,Singapur,1/8/2016 5:05
Late delivery,1,5,4,Standard Class,Oceania,Australia,12/29/2015 5:05
Advance shipping,0,2,4,Standard Class,Oceania,Australia,3/27/2016 10:24
Late delivery,1,6,4,Standard Class,Oceania,Nueva Zelanda,3/21/2016 17:25
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,1/25/2016 11:11
Shipping on time,0,4,4,Standard Class,Oceania,Australia,11/15/2015 2:42
Shipping on time,0,4,4,Standard Class,Southeast Asia,Indonesia,12/15/2015 20:11
Advance shipping,0,2,4,Standard Class,South Asia,India,11/9/2015 14:37
Late delivery,1,6,4,Standard Class,West Asia,Turquía,8/28/2016 11:56
Advance shipping,0,2,4,Standard Class,South Asia,India,2/13/2016 22:54
Advance shipping,0,3,4,Standard Class,Oceania,Australia,11/20/2015 17:14
Advance shipping,0,2,4,Standard Class,Southeast Asia,Malasia,2/4/2016 2:25
Late delivery,1,6,4,Standard Class,Southeast Asia,Filipinas,12/27/2015 2:38
Advance shipping,0,3,4,Standard Class,Oceania,Nueva Zelanda,3/31/2016 16:21
Late delivery,1,5,4,Standard Class,West Asia,Arabia Saudí,11/21/2016 1:50
Late delivery,1,5,4,Standard Class,Southeast Asia,Vietnam,12/24/2015 18:14
Shipping on time,0,4,4,Standard Class,Southeast Asia,Indonesia,3/7/2016 9:22
Late delivery,1,5,4,Standard Class,Central Asia,Kazajistán,10/24/2016 4:40
Shipping on time,0,4,4,Standard Class,Central Asia,Uzbekistán,10/18/2016 11:41
Late delivery,1,6,4,Standard Class,Eastern Asia,China,2/3/2016 17:18
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,1/22/2016 4:21
Advance shipping,0,2,4,Standard Class,Oceania,Australia,12/7/2015 18:47
Advance shipping,0,2,4,Standard Class,South Asia,India,12/18/2015 5:17
Late delivery,1,5,4,Standard Class,Southeast Asia,Filipinas,2/6/2016 9:46
Shipping on time,0,4,4,Standard Class,Southeast Asia,Vietnam,1/9/2016 10:30
Late delivery,1,6,4,Standard Class,West Asia,Irak,12/24/2016 15:58
Late delivery,1,6,4,Standard Class,Central Asia,Kazajistán,10/3/2016 16:47
Late delivery,1,5,4,Standard Class,Eastern Asia,China,12/3/2015 3:44
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,1/30/2018 1:24
Late delivery,1,5,4,Standard Class,Oceania,Australia,3/20/2016 13:02
Advance shipping,0,2,4,Standard Class,Oceania,Australia,3/27/2016 10:24
Late delivery,1,5,4,Standard Class,South Asia,Irán,12/9/2016 23:32
Late delivery,1,5,4,Standard Class,Southeast Asia,Filipinas,2/6/2016 9:46
Shipping on time,0,4,4,Standard Class,Southeast Asia,Vietnam,1/9/2016 10:30
Shipping on time,0,4,4,Standard Class,Southeast Asia,Indonesia,12/15/2015 20:11
Advance shipping,0,2,4,Standard Class,Southeast Asia,Filipinas,11/13/2015 11:28
Advance shipping,0,3,4,Standard Class,Southeast Asia,Filipinas,1/31/2018 8:56
Late delivery,1,6,4,Standard Class,Eastern Asia,China,1/4/2016 1:35
Late delivery,1,5,4,Standard Class,Eastern Asia,China,12/3/2015 3:44
Late delivery,1,6,4,Standard Class,Eastern Asia,Japón,12/1/2015 1:17
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,10/31/2015 22:31
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,12/13/2017 16:11
Advance shipping,0,3,4,Standard Class,Oceania,Australia,4/1/2016 8:07
Late delivery,1,6,4,Standard Class,Oceania,Nueva Zelanda,3/25/2016 19:31
Shipping on time,0,4,4,Standard Class,Oceania,Australia,2/28/2016 13:56
Advance shipping,0,2,4,Standard Class,South Asia,India,11/24/2017 14:59
Advance shipping,0,3,4,Standard Class,South Asia,India,12/4/2015 14:04
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,1/6/2016 13:50
Late delivery,1,6,4,Standard Class,Southeast Asia,Filipinas,11/23/2015 16:21
Late delivery,1,5,4,Standard Class,West Asia,Turquía,12/31/2016 10:32
Late delivery,1,5,4,Standard Class,Central Asia,Kazajistán,10/24/2016 4:40
Late delivery,1,6,4,Standard Class,Eastern Asia,China,10/31/2015 21:49
Late delivery,1,5,4,Standard Class,Oceania,Nueva Zelanda,3/25/2016 15:39
Advance shipping,0,2,4,Standard Class,Oceania,Australia,12/14/2017 4:26
Shipping on time,0,4,4,Standard Class,South Asia,Bangladés,12/22/2017 9:20
Late delivery,1,5,4,Standard Class,South Asia,India,3/14/2016 22:09
Late delivery,1,5,4,Standard Class,South Asia,India,1/28/2016 12:03
Advance shipping,0,2,4,Standard Class,South Asia,India,1/7/2016 10:31
Advance shipping,0,2,4,Standard Class,Southeast Asia,Indonesia,2/9/2016 5:02
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,11/20/2015 10:56
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,1/17/2016 14:21
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,11/8/2015 23:33
Late delivery,1,6,4,Standard Class,Eastern Asia,China,10/31/2015 21:49
Advance shipping,0,3,4,Standard Class,Oceania,Australia,1/4/2016 16:18
Shipping on time,0,4,4,Standard Class,South Asia,Irán,10/7/2016 11:11
Late delivery,1,5,4,Standard Class,South Asia,India,3/14/2016 22:09
Advance shipping,0,2,4,Standard Class,South Asia,India,1/7/2016 10:31
Advance shipping,0,3,4,Standard Class,Southeast Asia,Singapur,12/18/2017 8:38
Late delivery,1,6,4,Standard Class,Southeast Asia,Filipinas,11/23/2015 16:21
Shipping on time,0,4,4,Standard Class,Southeast Asia,Tailandia,1/22/2016 17:19
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,1/27/2018 9:17
Advance shipping,0,3,4,Standard Class,Southeast Asia,Filipinas,12/13/2017 21:47
Advance shipping,0,2,4,Standard Class,West Asia,Turquía,1/14/2017 11:34
Late delivery,1,5,4,Standard Class,West Asia,Turquía,12/31/2016 7:02
Shipping on time,0,4,4,Standard Class,West Asia,Arabia Saudí,12/20/2016 4:25
Shipping on time,0,4,4,Standard Class,West Asia,Irak,8/28/2016 9:29
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,11/30/2015 21:04
Advance shipping,0,2,4,Standard Class,Oceania,Australia,12/4/2015 10:12
Advance shipping,0,3,4,Standard Class,Oceania,Australia,11/20/2015 10:14
Shipping on time,0,4,4,Standard Class,South Asia,Irán,10/7/2016 11:11
Shipping on time,0,4,4,Standard Class,South Asia,Bangladés,1/10/2016 0:31
Shipping on time,0,4,4,Standard Class,South Asia,Afganistán,11/2/2015 23:55
Advance shipping,0,3,4,Standard Class,South Asia,India,12/13/2017 2:31
Late delivery,1,6,4,Standard Class,Southeast Asia,Filipinas,1/26/2016 18:22
Advance shipping,0,2,4,Standard Class,Southeast Asia,Filipinas,12/20/2015 16:50
Late delivery,1,5,4,Standard Class,Southeast Asia,Filipinas,11/28/2015 22:08
Late delivery,1,6,4,Standard Class,West Asia,Turquía,10/21/2016 12:12
Late delivery,1,6,4,Standard Class,West Asia,Turquía,10/11/2016 6:58
Shipping on time,0,4,4,Standard Class,West Asia,Irak,8/28/2016 9:29
Advance shipping,0,2,4,Standard Class,Central Asia,Kirguistán,9/13/2016 4:54
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,12/18/2017 14:15
Late delivery,1,6,4,Standard Class,Eastern Asia,China,2/24/2016 16:03
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,1/25/2016 11:11
Advance shipping,0,3,4,Standard Class,Eastern Asia,Japón,1/12/2016 22:14
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,11/28/2015 21:47
Late delivery,1,5,4,Standard Class,Oceania,Australia,11/29/2015 1:38
Late delivery,1,6,4,Standard Class,Oceania,Australia,11/24/2017 19:53
Advance shipping,0,3,4,Standard Class,Oceania,Australia,11/24/2017 13:35
Late delivery,1,5,4,Standard Class,Oceania,Australia,1/6/2016 9:17
Advance shipping,0,2,4,Standard Class,Oceania,Australia,12/4/2015 10:12
Late delivery,1,6,4,Standard Class,South Asia,Pakistán,12/18/2017 7:56
Advance shipping,0,2,4,Standard Class,South Asia,India,12/22/2017 20:54
Late delivery,1,5,4,Standard Class,South Asia,Irán,12/28/2016 14:13
Shipping on time,0,4,4,Standard Class,Southeast Asia,Vietnam,2/15/2016 15:53
Advance shipping,0,3,4,Standard Class,West Asia,Turquía,11/6/2016 10:47
Late delivery,1,6,4,Standard Class,West Asia,Turquía,10/11/2016 6:58
Late delivery,1,5,4,Standard Class,Eastern Asia,China,11/5/2015 15:20
Late delivery,1,5,4,Standard Class,Oceania,Australia,11/29/2015 1:38
Advance shipping,0,3,4,Standard Class,South Asia,India,12/17/2017 6:22
Late delivery,1,6,4,Standard Class,South Asia,India,12/20/2015 2:29
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,12/16/2015 9:50
Shipping on time,0,4,4,Standard Class,West Asia,Arabia Saudí,11/2/2016 16:03
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,12/6/2015 18:37
Late delivery,1,5,4,Standard Class,Eastern Asia,China,11/5/2015 15:20
Shipping on time,0,4,4,Standard Class,Oceania,Australia,1/26/2016 15:55
Advance shipping,0,2,4,Standard Class,Oceania,Australia,10/26/2015 7:17
Advance shipping,0,2,4,Standard Class,South Asia,India,12/18/2015 5:17
Late delivery,1,6,4,Standard Class,South Asia,India,1/31/2018 6:28
Late delivery,1,5,4,Standard Class,Southeast Asia,Singapur,1/8/2016 5:05
Late delivery,1,6,4,Standard Class,West Asia,Turquía,1/11/2017 14:54
Advance shipping,0,2,4,Standard Class,West Asia,Turquía,11/27/2016 9:11
Shipping on time,0,4,4,Standard Class,West Asia,Arabia Saudí,11/2/2016 16:03
Late delivery,1,6,4,Standard Class,West Asia,Turquía,10/7/2016 8:22
Advance shipping,0,2,4,Standard Class,West Asia,Turquía,9/14/2016 14:11
Shipping on time,0,4,4,Standard Class,Oceania,Australia,12/14/2015 12:39
Advance shipping,0,2,4,Standard Class,Oceania,Australia,10/26/2015 7:17
Late delivery,1,5,4,Standard Class,South Asia,India,3/14/2016 22:09
Advance shipping,0,3,4,Standard Class,South Asia,Irán,10/4/2016 18:01
Shipping on time,0,4,4,Standard Class,Southeast Asia,Indonesia,12/22/2017 19:51
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,3/10/2016 0:26
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,11/24/2017 12:11
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,2/8/2016 1:42
Advance shipping,0,2,4,Standard Class,Eastern Asia,Japón,12/15/2015 8:58
Late delivery,1,6,4,Standard Class,Eastern Asia,China,11/11/2015 1:18
Advance shipping,0,2,4,Standard Class,Oceania,Australia,3/21/2016 12:30
Advance shipping,0,3,4,Standard Class,Oceania,Australia,1/15/2016 20:18
Advance shipping,0,3,4,Standard Class,South Asia,Pakistán,11/3/2015 15:20
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,12/18/2017 19:09
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,1/27/2016 22:03
Advance shipping,0,2,4,Standard Class,Southeast Asia,Indonesia,12/24/2015 6:40
Advance shipping,0,3,4,Standard Class,West Asia,Turquía,11/25/2016 20:45
Advance shipping,0,2,4,Standard Class,Eastern Asia,Japón,11/23/2017 23:13
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,2/8/2016 1:42
Advance shipping,0,2,4,Standard Class,Oceania,Nueva Zelanda,3/28/2016 10:55
Advance shipping,0,2,4,Standard Class,South Asia,Irán,10/19/2016 13:16
Shipping on time,0,4,4,Standard Class,South Asia,India,11/23/2015 3:23
Advance shipping,0,2,4,Standard Class,Southeast Asia,Vietnam,1/21/2016 9:05
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,12/16/2015 9:50
Advance shipping,0,2,4,Standard Class,Southeast Asia,Myanmar (Birmania),11/1/2015 6:55
Late delivery,1,5,4,Standard Class,Southeast Asia,Filipinas,1/30/2018 23:07
Shipping on time,0,4,4,Standard Class,West Asia,Arabia Saudí,10/14/2016 18:21
Shipping on time,0,4,4,Standard Class,West Asia,Turquía,8/26/2016 17:11
Late delivery,1,5,4,Standard Class,Eastern Asia,China,12/18/2017 5:50
Late delivery,1,6,4,Standard Class,Eastern Asia,China,2/7/2016 0:08
Late delivery,1,5,4,Standard Class,Eastern Asia,China,2/7/2016 12:03
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,12/16/2015 8:05
Advance shipping,0,2,4,Standard Class,Oceania,Nueva Zelanda,3/28/2016 10:55
Advance shipping,0,3,4,Standard Class,Oceania,Australia,3/23/2016 8:39
Late delivery,1,6,4,Standard Class,Oceania,Australia,12/24/2015 4:34
Late delivery,1,6,4,Standard Class,Oceania,Australia,12/13/2015 16:19
Shipping on time,0,4,4,Standard Class,South Asia,India,1/15/2016 18:54
Shipping on time,0,4,4,Standard Class,Southeast Asia,Filipinas,12/23/2017 1:06
Late delivery,1,5,4,Standard Class,Southeast Asia,Vietnam,12/28/2017 12:50
Late delivery,1,5,4,Standard Class,Southeast Asia,Vietnam,12/24/2015 18:14
Advance shipping,0,2,4,Standard Class,Southeast Asia,Indonesia,1/29/2018 21:33
Advance shipping,0,3,4,Standard Class,Eastern Asia,Mongolia,12/8/2016 13:33
Late delivery,1,5,4,Standard Class,Oceania,Australia,11/22/2017 14:59
Late delivery,1,5,4,Standard Class,Oceania,Australia,3/7/2016 21:59
Advance shipping,0,3,4,Standard Class,Oceania,Australia,3/7/2016 3:46
Advance shipping,0,2,4,Standard Class,Oceania,Australia,12/15/2017 8:28
Late delivery,1,6,4,Standard Class,South Asia,India,12/20/2015 2:29
Late delivery,1,5,4,Standard Class,South Asia,Irán,12/19/2016 13:00
Late delivery,1,6,4,Standard Class,Southeast Asia,Indonesia,12/21/2017 23:31
Advance shipping,0,2,4,Standard Class,Southeast Asia,Indonesia,3/2/2016 0:48
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,1/27/2016 22:03
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,12/9/2015 8:37
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,12/5/2015 16:20
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,1/29/2018 8:35
Advance shipping,0,3,4,Standard Class,West Asia,Turquía,12/15/2016 11:57
Advance shipping,0,3,4,Standard Class,Eastern Asia,Mongolia,12/8/2016 13:33
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,1/25/2016 18:54
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,10/30/2015 9:44
Late delivery,1,5,4,Standard Class,Eastern Asia,China,10/29/2015 15:10
Late delivery,1,5,4,Standard Class,Oceania,Nueva Zelanda,3/19/2016 19:31
Late delivery,1,6,4,Standard Class,South Asia,Irán,10/30/2016 2:55
Late delivery,1,5,4,Standard Class,South Asia,India,2/12/2016 2:24
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,1/27/2016 22:03
Advance shipping,0,2,4,Standard Class,Southeast Asia,Tailandia,11/13/2015 16:43
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,1/29/2018 20:50
Shipping on time,0,4,4,Standard Class,West Asia,Turquía,1/3/2017 17:01
Advance shipping,0,2,4,Standard Class,West Asia,Irak,12/10/2016 5:29
Advance shipping,0,2,4,Standard Class,West Asia,Turquía,12/8/2016 9:41
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,10/30/2015 9:44
Advance shipping,0,2,4,Standard Class,Oceania,Australia,12/4/2015 10:12
Advance shipping,0,2,4,Standard Class,Oceania,Australia,4/1/2016 11:16
Late delivery,1,6,4,Standard Class,Oceania,Australia,3/30/2016 18:38
Late delivery,1,6,4,Standard Class,Oceania,Australia,12/4/2015 18:37
Shipping on time,0,4,4,Standard Class,South Asia,Irán,9/6/2016 21:12
Advance shipping,0,2,4,Standard Class,Southeast Asia,Filipinas,3/17/2016 1:39
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,1/21/2016 3:08
Advance shipping,0,2,4,Standard Class,Southeast Asia,Tailandia,11/13/2015 16:43
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,1/29/2018 7:53
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,12/12/2017 23:01
Advance shipping,0,2,4,Standard Class,West Asia,Irak,12/10/2016 5:29
Shipping on time,0,4,4,Standard Class,West Asia,Turquía,12/5/2016 1:49
Advance shipping,0,2,4,Standard Class,West Asia,Turquía,9/22/2016 0:52
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,1/26/2016 13:28
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,3/10/2016 1:29
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,1/22/2016 4:21
Shipping on time,0,4,4,Standard Class,Oceania,Australia,11/15/2015 16:43
Late delivery,1,6,4,Standard Class,Oceania,Australia,3/30/2016 18:38
Advance shipping,0,2,4,Standard Class,Oceania,Nueva Zelanda,3/18/2016 10:56
Late delivery,1,5,4,Standard Class,Oceania,Australia,1/26/2016 9:15
Advance shipping,0,3,4,Standard Class,Oceania,Australia,11/17/2015 6:54
Advance shipping,0,3,4,Standard Class,Oceania,Australia,1/29/2018 20:08
Shipping on time,0,4,4,Standard Class,Oceania,Australia,1/29/2018 1:13
Advance shipping,0,3,4,Standard Class,South Asia,India,12/28/2017 5:07
Late delivery,1,5,4,Standard Class,Southeast Asia,Filipinas,12/27/2017 22:49
